Date,y,dayofweek,month,dayofyear,weekofyear,is_weekend,lag_1,lag_7,lag_14,lag_28,lag_365,roll_mean_7,roll_mean_28
2018-04-10,905,1,4,100,15,0,876.0,882.0,906.0,921.0,872.0,888.7142857142857,890.1071428571429
2018-04-11,889,2,4,101,15,0,905.0,884.0,892.0,888.0,904.0,892.0,889.5357142857143
2018-04-12,904,3,4,102,15,0,889.0,897.0,892.0,887.0,886.0,892.7142857142857,889.5714285714286
2018-04-13,904,4,4,103,15,0,904.0,901.0,878.0,872.0,900.0,893.7142857142857,890.1785714285714
2018-04-14,884,5,4,104,15,1,904.0,875.0,887.0,885.0,888.0,894.1428571428571,891.3214285714286
2018-04-15,888,6,4,105,15,1,884.0,906.0,893.0,897.0,893.0,895.4285714285714,891.2857142857143
2018-04-16,885,0,4,106,16,0,888.0,876.0,897.0,888.0,879.0,892.8571428571429,890.9642857142857
2018-04-17,887,1,4,107,16,0,885.0,905.0,882.0,898.0,877.0,894.1428571428571,890.8571428571429
2018-04-18,900,2,4,108,16,0,887.0,889.0,884.0,871.0,873.0,891.5714285714286,890.4642857142857
2018-04-19,886,3,4,109,16,0,900.0,904.0,897.0,883.0,876.0,893.1428571428571,891.5
2018-04-20,904,4,4,110,16,0,886.0,904.0,901.0,886.0,894.0,890.5714285714286,891.6071428571429
2018-04-21,896,5,4,111,16,1,904.0,884.0,875.0,883.0,869.0,890.5714285714286,892.25
2018-04-22,880,6,4,112,16,1,896.0,888.0,906.0,903.0,891.0,892.2857142857143,892.7142857142857
2018-04-23,879,0,4,113,17,0,880.0,885.0,876.0,895.0,875.0,891.1428571428571,891.8928571428571
2018-04-24,889,1,4,114,17,0,879.0,887.0,905.0,906.0,871.0,890.2857142857143,891.3214285714286
2018-04-25,883,2,4,115,17,0,889.0,900.0,889.0,892.0,880.0,890.5714285714286,890.7142857142857
2018-04-26,890,3,4,116,17,0,883.0,886.0,904.0,892.0,890.0,888.1428571428571,890.3928571428571
2018-04-27,868,4,4,117,17,0,890.0,904.0,904.0,878.0,873.0,888.7142857142857,890.3214285714286
2018-04-28,871,5,4,118,17,1,868.0,896.0,884.0,887.0,868.0,883.5714285714286,889.9642857142857
2018-04-29,872,6,4,119,17,1,871.0,880.0,888.0,893.0,883.0,880.0,889.3928571428571
2018-04-30,894,0,4,120,18,0,872.0,879.0,885.0,897.0,864.0,878.8571428571429,888.6428571428571
2018-05-01,867,1,5,121,18,0,894.0,889.0,887.0,882.0,883.0,881.0,888.5357142857143
2018-05-02,894,2,5,122,18,0,867.0,883.0,900.0,884.0,876.0,877.8571428571429,888.0
2018-05-03,875,3,5,123,18,0,894.0,890.0,886.0,897.0,878.0,879.4285714285714,888.3571428571429
2018-05-04,879,4,5,124,18,0,875.0,868.0,904.0,901.0,860.0,877.2857142857143,887.5714285714286
2018-05-05,875,5,5,125,18,1,879.0,871.0,896.0,875.0,860.0,878.8571428571429,886.7857142857143
2018-05-06,891,6,5,126,18,1,875.0,872.0,880.0,906.0,868.0,879.4285714285714,886.7857142857143
2018-05-07,897,0,5,127,19,0,891.0,894.0,879.0,876.0,876.0,882.1428571428571,886.25
2018-05-08,879,1,5,128,19,0,897.0,867.0,889.0,905.0,891.0,882.5714285714286,887.0
2018-05-09,870,2,5,129,19,0,879.0,894.0,883.0,889.0,873.0,884.2857142857143,886.0714285714286
2018-05-10,889,3,5,130,19,0,870.0,875.0,890.0,904.0,887.0,880.8571428571429,885.3928571428571
2018-05-11,864,4,5,131,19,0,889.0,879.0,868.0,904.0,867.0,882.8571428571429,884.8571428571429
2018-05-12,881,5,5,132,19,1,864.0,875.0,871.0,884.0,840.0,880.7142857142857,883.4285714285714
2018-05-13,869,6,5,133,19,1,881.0,891.0,872.0,888.0,872.0,881.5714285714286,883.3214285714286
2018-05-14,859,0,5,134,20,0,869.0,897.0,894.0,885.0,870.0,878.4285714285714,882.6428571428571
2018-05-15,874,1,5,135,20,0,859.0,879.0,867.0,887.0,863.0,873.0,881.7142857142857
2018-05-16,869,2,5,136,20,0,874.0,870.0,894.0,900.0,864.0,872.2857142857143,881.25
2018-05-17,881,3,5,137,20,0,869.0,889.0,875.0,886.0,877.0,872.1428571428571,880.1428571428571
2018-05-18,874,4,5,138,20,0,881.0,864.0,879.0,904.0,863.0,871.0,879.9642857142857
2018-05-19,885,5,5,139,20,1,874.0,881.0,875.0,896.0,864.0,872.4285714285714,878.8928571428571
2018-05-20,863,6,5,140,20,1,885.0,869.0,891.0,880.0,882.0,873.0,878.5
2018-05-21,873,0,5,141,21,0,863.0,859.0,897.0,879.0,859.0,872.1428571428571,877.8928571428571
2018-05-22,869,1,5,142,21,0,873.0,874.0,879.0,889.0,877.0,874.1428571428571,877.6785714285714
2018-05-23,864,2,5,143,21,0,869.0,869.0,870.0,883.0,860.0,873.4285714285714,876.9642857142857
2018-05-24,890,3,5,144,21,0,864.0,881.0,889.0,890.0,852.0,872.7142857142857,876.2857142857143
2018-05-25,871,4,5,145,21,0,890.0,874.0,864.0,868.0,871.0,874.0,876.2857142857143
2018-05-26,881,5,5,146,21,1,871.0,885.0,881.0,871.0,854.0,873.5714285714286,876.3928571428571
2018-05-27,868,6,5,147,21,1,881.0,863.0,869.0,872.0,867.0,873.0,876.75
2018-05-28,864,0,5,148,22,0,868.0,873.0,859.0,894.0,872.0,873.7142857142857,876.6071428571429
2018-05-29,866,1,5,149,22,0,864.0,869.0,874.0,867.0,850.0,872.4285714285714,875.5357142857143
2018-05-30,858,2,5,150,22,0,866.0,864.0,869.0,894.0,884.0,872.0,875.5
2018-05-31,864,3,5,151,22,0,858.0,890.0,881.0,875.0,855.0,871.1428571428571,874.2142857142857
2018-06-01,860,4,6,152,22,0,864.0,871.0,874.0,879.0,847.0,867.4285714285714,873.8214285714286
2018-06-02,869,5,6,153,22,1,860.0,881.0,885.0,875.0,879.0,865.8571428571429,873.1428571428571
2018-06-03,852,6,6,154,22,1,869.0,868.0,863.0,891.0,863.0,864.1428571428571,872.9285714285714
2018-06-04,843,0,6,155,23,0,852.0,864.0,873.0,897.0,861.0,861.8571428571429,871.5357142857143
2018-06-05,850,1,6,156,23,0,843.0,866.0,869.0,879.0,855.0,858.8571428571429,869.6071428571429
2018-06-06,879,2,6,157,23,0,850.0,858.0,864.0,870.0,856.0,856.5714285714286,868.5714285714286
2018-06-07,855,3,6,158,23,0,879.0,864.0,890.0,889.0,851.0,859.5714285714286,868.8928571428571
2018-06-08,866,4,6,159,23,0,855.0,860.0,871.0,864.0,851.0,858.2857142857143,867.6785714285714
2018-06-09,876,5,6,160,23,1,866.0,869.0,881.0,881.0,855.0,859.1428571428571,867.75
2018-06-10,856,6,6,161,23,1,876.0,852.0,868.0,869.0,858.0,860.1428571428571,867.5714285714286
2018-06-11,837,0,6,162,24,0,856.0,843.0,864.0,859.0,843.0,860.7142857142857,867.1071428571429
2018-06-12,861,1,6,163,24,0,837.0,850.0,866.0,874.0,852.0,859.8571428571429,866.3214285714286
2018-06-13,857,2,6,164,24,0,861.0,879.0,858.0,869.0,849.0,861.4285714285714,865.8571428571429
2018-06-14,842,3,6,165,24,0,857.0,855.0,864.0,881.0,856.0,858.2857142857143,865.4285714285714
2018-06-15,840,4,6,166,24,0,842.0,866.0,860.0,874.0,849.0,856.4285714285714,864.0357142857143
2018-06-16,853,5,6,167,24,1,840.0,876.0,869.0,885.0,838.0,852.7142857142857,862.8214285714286
2018-06-17,846,6,6,168,24,1,853.0,856.0,852.0,863.0,862.0,849.4285714285714,861.6785714285714
2018-06-18,854,0,6,169,25,0,846.0,837.0,843.0,873.0,842.0,848.0,861.0714285714286
2018-06-19,848,1,6,170,25,0,854.0,861.0,850.0,869.0,856.0,850.4285714285714,860.3928571428571
2018-06-20,865,2,6,171,25,0,848.0,857.0,879.0,864.0,848.0,848.5714285714286,859.6428571428571
2018-06-21,848,3,6,172,25,0,865.0,842.0,855.0,890.0,859.0,849.7142857142857,859.6785714285714
2018-06-22,853,4,6,173,25,0,848.0,840.0,866.0,871.0,845.0,850.5714285714286,858.1785714285714
2018-06-23,837,5,6,174,25,1,853.0,853.0,876.0,881.0,834.0,852.4285714285714,857.5357142857143
2018-06-24,845,6,6,175,25,1,837.0,846.0,856.0,868.0,832.0,850.1428571428571,855.9642857142857
2018-06-25,834,0,6,176,26,0,845.0,854.0,837.0,864.0,841.0,850.0,855.1428571428571
2018-06-26,844,1,6,177,26,0,834.0,848.0,861.0,866.0,818.0,847.1428571428571,854.0714285714286
2018-06-27,840,2,6,178,26,0,844.0,865.0,857.0,858.0,844.0,846.5714285714286,853.2857142857143
2018-06-28,829,3,6,179,26,0,840.0,848.0,842.0,864.0,813.0,843.0,852.6428571428571
2018-06-29,849,4,6,180,26,0,829.0,853.0,840.0,860.0,823.0,840.2857142857143,851.3928571428571
2018-06-30,819,5,6,181,26,1,849.0,837.0,853.0,869.0,847.0,839.7142857142857,851.0
2018-07-01,834,6,7,182,26,1,819.0,845.0,846.0,852.0,829.0,837.1428571428571,849.2142857142857
2018-07-02,838,0,7,183,27,0,834.0,834.0,854.0,843.0,830.0,835.5714285714286,848.5714285714286
2018-07-03,836,1,7,184,27,0,838.0,844.0,848.0,850.0,828.0,836.1428571428571,848.3928571428571
2018-07-04,831,2,7,185,27,0,836.0,840.0,865.0,879.0,839.0,835.0,847.8928571428571
2018-07-05,834,3,7,186,27,0,831.0,829.0,848.0,855.0,843.0,833.7142857142857,846.1785714285714
2018-07-06,828,4,7,187,27,0,834.0,849.0,853.0,866.0,816.0,834.4285714285714,845.4285714285714
2018-07-07,826,5,7,188,27,1,828.0,819.0,837.0,876.0,830.0,831.4285714285714,844.0714285714286
2018-07-08,827,6,7,189,27,1,826.0,834.0,845.0,856.0,822.0,832.4285714285714,842.2857142857143
2018-07-09,822,0,7,190,28,0,827.0,838.0,834.0,837.0,829.0,831.4285714285714,841.25
2018-07-10,829,1,7,191,28,0,822.0,836.0,844.0,861.0,828.0,829.1428571428571,840.7142857142857
2018-07-11,822,2,7,192,28,0,829.0,831.0,840.0,857.0,820.0,828.1428571428571,839.5714285714286
2018-07-12,810,3,7,193,28,0,822.0,834.0,829.0,842.0,809.0,826.8571428571429,838.3214285714286
2018-07-13,817,4,7,194,28,0,810.0,828.0,849.0,840.0,812.0,823.4285714285714,837.1785714285714
2018-07-14,817,5,7,195,28,1,817.0,826.0,819.0,853.0,812.0,821.8571428571429,836.3571428571429
2018-07-15,816,6,7,196,28,1,817.0,827.0,834.0,846.0,808.0,820.5714285714286,835.0714285714286
2018-07-16,828,0,7,197,29,0,816.0,822.0,838.0,854.0,832.0,819.0,834.0
2018-07-17,821,1,7,198,29,0,828.0,829.0,836.0,848.0,808.0,819.8571428571429,833.0714285714286
2018-07-18,823,2,7,199,29,0,821.0,822.0,831.0,865.0,811.0,818.7142857142857,832.1071428571429
2018-07-19,815,3,7,200,29,0,823.0,810.0,834.0,848.0,806.0,818.8571428571429,830.6071428571429
2018-07-20,820,4,7,201,29,0,815.0,817.0,828.0,853.0,818.0,819.5714285714286,829.4285714285714
2018-07-21,841,5,7,202,29,1,820.0,817.0,826.0,837.0,816.0,820.0,828.25
2018-07-22,829,6,7,203,29,1,841.0,816.0,827.0,845.0,805.0,823.4285714285714,828.3928571428571
2018-07-23,823,0,7,204,30,0,829.0,828.0,822.0,834.0,816.0,825.2857142857143,827.8214285714286
2018-07-24,829,1,7,205,30,0,823.0,821.0,829.0,844.0,835.0,824.5714285714286,827.4285714285714
2018-07-25,815,2,7,206,30,0,829.0,823.0,822.0,840.0,819.0,825.7142857142857,826.8928571428571
2018-07-26,823,3,7,207,30,0,815.0,815.0,810.0,829.0,821.0,824.5714285714286,826.0
2018-07-27,817,4,7,208,30,0,823.0,820.0,817.0,849.0,805.0,825.7142857142857,825.7857142857143
2018-07-28,799,5,7,209,30,1,817.0,841.0,817.0,819.0,813.0,825.2857142857143,824.6428571428571
2018-07-29,817,6,7,210,30,1,799.0,829.0,816.0,834.0,822.0,819.2857142857143,823.9285714285714
2018-07-30,819,0,7,211,31,0,817.0,823.0,828.0,838.0,812.0,817.5714285714286,823.3214285714286
2018-07-31,821,1,7,212,31,0,819.0,829.0,821.0,836.0,799.0,817.0,822.6428571428571
2018-08-01,833,2,8,213,31,0,821.0,815.0,823.0,831.0,804.0,815.8571428571429,822.1071428571429
2018-08-02,794,3,8,214,31,0,833.0,823.0,815.0,834.0,810.0,818.4285714285714,822.1785714285714
2018-08-03,806,4,8,215,31,0,794.0,817.0,820.0,828.0,814.0,814.2857142857143,820.75
2018-08-04,817,5,8,216,31,1,806.0,799.0,841.0,826.0,789.0,812.7142857142857,819.9642857142857
2018-08-05,825,6,8,217,31,1,817.0,817.0,829.0,827.0,797.0,815.2857142857143,819.6428571428571
2018-08-06,796,0,8,218,32,0,825.0,819.0,823.0,822.0,799.0,816.4285714285714,819.5714285714286
2018-08-07,798,1,8,219,32,0,796.0,821.0,829.0,829.0,807.0,813.1428571428571,818.6428571428571
2018-08-08,809,2,8,220,32,0,798.0,833.0,815.0,822.0,811.0,809.8571428571429,817.5357142857143
2018-08-09,831,3,8,221,32,0,809.0,794.0,823.0,810.0,791.0,806.4285714285714,817.0714285714286
2018-08-10,800,4,8,222,32,0,831.0,806.0,817.0,817.0,803.0,811.7142857142857,817.8214285714286
2018-08-11,797,5,8,223,32,1,800.0,817.0,799.0,817.0,808.0,810.8571428571429,817.2142857142857
2018-08-12,801,6,8,224,32,1,797.0,825.0,817.0,816.0,795.0,808.0,816.5
2018-08-13,809,0,8,225,33,0,801.0,796.0,819.0,828.0,791.0,804.5714285714286,815.9642857142857
2018-08-14,810,1,8,226,33,0,809.0,798.0,821.0,821.0,790.0,806.4285714285714,815.2857142857143
2018-08-15,800,2,8,227,33,0,810.0,809.0,833.0,823.0,803.0,808.1428571428571,814.8928571428571
2018-08-16,786,3,8,228,33,0,800.0,831.0,794.0,815.0,808.0,806.8571428571429,814.0714285714286
2018-08-17,797,4,8,229,33,0,786.0,800.0,806.0,820.0,815.0,800.4285714285714,813.0357142857143
2018-08-18,798,5,8,230,33,1,797.0,797.0,817.0,841.0,804.0,800.0,812.2142857142857
2018-08-19,802,6,8,231,33,1,798.0,801.0,825.0,829.0,796.0,800.1428571428571,810.6785714285714
2018-08-20,800,0,8,232,34,0,802.0,809.0,796.0,823.0,783.0,800.2857142857143,809.7142857142857
2018-08-21,805,1,8,233,34,0,800.0,810.0,798.0,829.0,785.0,799.0,808.8928571428571
2018-08-22,818,2,8,234,34,0,805.0,800.0,809.0,815.0,781.0,798.2857142857143,808.0357142857143
2018-08-23,805,3,8,235,34,0,818.0,786.0,831.0,823.0,782.0,800.8571428571429,808.1428571428571
2018-08-24,806,4,8,236,34,0,805.0,797.0,800.0,817.0,789.0,803.5714285714286,807.5
2018-08-25,784,5,8,237,34,1,806.0,798.0,797.0,799.0,774.0,804.8571428571429,807.1071428571429
2018-08-26,772,6,8,238,34,1,784.0,802.0,801.0,817.0,786.0,802.8571428571429,806.5714285714286
2018-08-27,790,0,8,239,35,0,772.0,800.0,809.0,819.0,786.0,798.5714285714286,804.9642857142857
2018-08-28,797,1,8,240,35,0,790.0,805.0,810.0,821.0,806.0,797.1428571428571,803.9285714285714
2018-08-29,791,2,8,241,35,0,797.0,818.0,800.0,833.0,803.0,796.0,803.0714285714286
2018-08-30,806,3,8,242,35,0,791.0,805.0,786.0,794.0,784.0,792.1428571428571,801.5714285714286
2018-08-31,807,4,8,243,35,0,806.0,806.0,797.0,806.0,809.0,792.2857142857143,802.0
2018-09-01,788,5,9,244,35,1,807.0,784.0,798.0,817.0,790.0,792.4285714285714,802.0357142857143
2018-09-02,777,6,9,245,35,1,788.0,772.0,802.0,825.0,803.0,793.0,801.0
2018-09-03,814,0,9,246,36,0,777.0,790.0,800.0,796.0,791.0,793.7142857142857,799.2857142857143
2018-09-04,808,1,9,247,36,0,814.0,797.0,805.0,798.0,784.0,797.1428571428571,799.9285714285714
2018-09-05,790,2,9,248,36,0,808.0,791.0,818.0,809.0,778.0,798.7142857142857,800.2857142857143
2018-09-06,778,3,9,249,36,0,790.0,806.0,805.0,831.0,780.0,798.5714285714286,799.6071428571429
2018-09-07,789,4,9,250,36,0,778.0,807.0,806.0,800.0,778.0,794.5714285714286,797.7142857142857
2018-09-08,791,5,9,251,36,1,789.0,788.0,784.0,797.0,784.0,792.0,797.3214285714286
2018-09-09,794,6,9,252,36,1,791.0,777.0,772.0,801.0,769.0,792.4285714285714,797.1071428571429
2018-09-10,781,0,9,253,37,0,794.0,814.0,790.0,809.0,777.0,794.8571428571429,796.8571428571429
2018-09-11,792,1,9,254,37,0,781.0,808.0,797.0,810.0,784.0,790.1428571428571,795.8571428571429
2018-09-12,790,2,9,255,37,0,792.0,790.0,791.0,800.0,772.0,787.8571428571429,795.2142857142857
2018-09-13,782,3,9,256,37,0,790.0,778.0,806.0,786.0,792.0,787.8571428571429,794.8571428571429
2018-09-14,788,4,9,257,37,0,782.0,789.0,807.0,797.0,782.0,788.4285714285714,794.7142857142857
2018-09-15,775,5,9,258,37,1,788.0,791.0,788.0,798.0,781.0,788.2857142857143,794.3928571428571
2018-09-16,794,6,9,259,37,1,775.0,794.0,777.0,802.0,782.0,786.0,793.5714285714286
2018-09-17,772,0,9,260,38,0,794.0,781.0,814.0,800.0,781.0,786.0,793.2857142857143
2018-09-18,781,1,9,261,38,0,772.0,792.0,808.0,805.0,789.0,784.7142857142857,792.2857142857143
2018-09-19,780,2,9,262,38,0,781.0,790.0,790.0,818.0,772.0,783.1428571428571,791.4285714285714
2018-09-20,808,3,9,263,38,0,780.0,782.0,778.0,805.0,784.0,781.7142857142857,790.0714285714286
2018-09-21,786,4,9,264,38,0,808.0,788.0,789.0,806.0,770.0,785.4285714285714,790.1785714285714
2018-09-22,785,5,9,265,38,1,786.0,775.0,791.0,784.0,778.0,785.1428571428571,789.4642857142857
2018-09-23,803,6,9,266,38,1,785.0,794.0,794.0,772.0,766.0,786.5714285714286,789.5
2018-09-24,788,0,9,267,39,0,803.0,772.0,781.0,790.0,777.0,787.8571428571429,790.6071428571429
2018-09-25,791,1,9,268,39,0,788.0,781.0,792.0,797.0,788.0,790.1428571428571,790.5357142857143
2018-09-26,779,2,9,269,39,0,791.0,780.0,790.0,791.0,775.0,791.5714285714286,790.3214285714286
2018-09-27,783,3,9,270,39,0,779.0,808.0,782.0,806.0,800.0,791.4285714285714,789.8928571428571
2018-09-28,794,4,9,271,39,0,783.0,786.0,788.0,807.0,778.0,787.8571428571429,789.0714285714286
2018-09-29,803,5,9,272,39,1,794.0,785.0,775.0,788.0,773.0,789.0,788.6071428571429
2018-09-30,787,6,9,273,39,1,803.0,803.0,794.0,777.0,778.0,791.5714285714286,789.1428571428571
2018-10-01,785,0,10,274,40,0,787.0,788.0,772.0,814.0,783.0,789.2857142857143,789.5
2018-10-02,785,1,10,275,40,0,785.0,791.0,781.0,808.0,791.0,788.8571428571429,788.4642857142857
2018-10-03,791,2,10,276,40,0,785.0,779.0,780.0,790.0,776.0,788.0,787.6428571428571
2018-10-04,794,3,10,277,40,0,791.0,783.0,808.0,778.0,796.0,789.7142857142857,787.6785714285714
2018-10-05,795,4,10,278,40,0,794.0,794.0,786.0,789.0,784.0,791.2857142857143,788.25
2018-10-06,793,5,10,279,40,1,795.0,803.0,785.0,791.0,778.0,791.4285714285714,788.4642857142857
2018-10-07,779,6,10,280,40,1,793.0,787.0,803.0,794.0,759.0,790.0,788.5357142857143
2018-10-08,819,0,10,281,41,0,779.0,785.0,788.0,781.0,772.0,788.8571428571429,788.0
2018-10-09,806,1,10,282,41,0,819.0,785.0,791.0,792.0,780.0,793.7142857142857,789.3571428571429
2018-10-10,794,2,10,283,41,0,806.0,791.0,779.0,790.0,791.0,796.7142857142857,789.8571428571429
2018-10-11,781,3,10,284,41,0,794.0,794.0,783.0,782.0,759.0,797.1428571428571,790.0
2018-10-12,787,4,10,285,41,0,781.0,795.0,794.0,788.0,779.0,795.2857142857143,789.9642857142857
2018-10-13,790,5,10,286,41,1,787.0,793.0,803.0,775.0,787.0,794.1428571428571,789.9285714285714
2018-10-14,788,6,10,287,41,1,790.0,779.0,787.0,794.0,792.0,793.7142857142857,790.4642857142857
2018-10-15,780,0,10,288,42,0,788.0,819.0,785.0,772.0,767.0,795.0,790.25
2018-10-16,801,1,10,289,42,0,780.0,806.0,785.0,781.0,769.0,789.4285714285714,790.5357142857143
2018-10-17,797,2,10,290,42,0,801.0,794.0,791.0,780.0,784.0,788.7142857142857,791.25
2018-10-18,787,3,10,291,42,0,797.0,781.0,794.0,808.0,783.0,789.1428571428571,791.8571428571429
2018-10-19,788,4,10,292,42,0,787.0,787.0,795.0,786.0,772.0,790.0,791.1071428571429
2018-10-20,798,5,10,293,42,1,788.0,790.0,793.0,785.0,791.0,790.1428571428571,791.1785714285714
2018-10-21,780,6,10,294,42,1,798.0,788.0,779.0,803.0,791.0,791.2857142857143,791.6428571428571
2018-10-22,797,0,10,295,43,0,780.0,780.0,819.0,788.0,784.0,790.1428571428571,790.8214285714286
2018-10-23,796,1,10,296,43,0,797.0,801.0,806.0,791.0,788.0,792.5714285714286,791.1428571428571
2018-10-24,796,2,10,297,43,0,796.0,797.0,794.0,779.0,790.0,791.8571428571429,791.3214285714286
2018-10-25,805,3,10,298,43,0,796.0,787.0,781.0,783.0,796.0,791.7142857142857,791.9285714285714
2018-10-26,780,4,10,299,43,0,805.0,788.0,787.0,794.0,785.0,794.2857142857143,792.7142857142857
2018-10-27,796,5,10,300,43,1,780.0,798.0,790.0,803.0,802.0,793.1428571428571,792.2142857142857
2018-10-28,805,6,10,301,43,1,796.0,780.0,788.0,787.0,784.0,792.8571428571429,791.9642857142857
2018-10-29,802,0,10,302,44,0,805.0,797.0,780.0,785.0,778.0,796.4285714285714,792.6071428571429
2018-10-30,770,1,10,303,44,0,802.0,796.0,801.0,785.0,773.0,797.1428571428571,793.2142857142857
2018-10-31,802,2,10,304,44,0,770.0,796.0,797.0,791.0,792.0,793.4285714285714,792.6785714285714
2018-11-01,805,3,11,305,44,0,802.0,805.0,787.0,794.0,795.0,794.2857142857143,793.0714285714286
2018-11-02,758,4,11,306,44,0,805.0,780.0,788.0,795.0,791.0,794.2857142857143,793.4642857142857
2018-11-03,801,5,11,307,44,1,758.0,796.0,798.0,793.0,784.0,791.1428571428571,792.1428571428571
2018-11-04,795,6,11,308,44,1,801.0,805.0,780.0,779.0,797.0,791.8571428571429,792.4285714285714
2018-11-05,802,0,11,309,45,0,795.0,802.0,797.0,819.0,779.0,790.4285714285714,793.0
2018-11-06,802,1,11,310,45,0,802.0,770.0,796.0,806.0,790.0,790.4285714285714,792.3928571428571
2018-11-07,794,2,11,311,45,0,802.0,802.0,796.0,794.0,786.0,795.0,792.25
2018-11-08,806,3,11,312,45,0,794.0,805.0,805.0,781.0,810.0,793.8571428571429,792.25
2018-11-09,818,4,11,313,45,0,806.0,758.0,780.0,787.0,796.0,794.0,793.1428571428571
2018-11-10,792,5,11,314,45,1,818.0,801.0,796.0,790.0,807.0,802.5714285714286,794.25
2018-11-11,791,6,11,315,45,1,792.0,795.0,805.0,788.0,793.0,801.2857142857143,794.3214285714286
2018-11-12,788,0,11,316,46,0,791.0,802.0,802.0,780.0,791.0,800.7142857142857,794.4285714285714
2018-11-13,811,1,11,317,46,0,788.0,802.0,770.0,801.0,801.0,798.7142857142857,794.7142857142857
2018-11-14,783,2,11,318,46,0,811.0,794.0,802.0,797.0,806.0,800.0,795.0714285714286
2018-11-15,805,3,11,319,46,0,783.0,806.0,805.0,787.0,812.0,798.4285714285714,794.5714285714286
2018-11-16,789,4,11,320,46,0,805.0,818.0,758.0,788.0,809.0,798.2857142857143,795.2142857142857
2018-11-17,806,5,11,321,46,1,789.0,792.0,801.0,798.0,814.0,794.1428571428571,795.25
2018-11-18,813,6,11,322,46,1,806.0,791.0,795.0,780.0,810.0,796.1428571428571,795.5357142857143
2018-11-19,799,0,11,323,47,0,813.0,788.0,802.0,797.0,805.0,799.2857142857143,796.7142857142857
2018-11-20,795,1,11,324,47,0,799.0,811.0,802.0,796.0,823.0,800.8571428571429,796.7857142857143
2018-11-21,803,2,11,325,47,0,795.0,783.0,794.0,796.0,794.0,798.5714285714286,796.75
2018-11-22,807,3,11,326,47,0,803.0,805.0,806.0,805.0,815.0,801.4285714285714,797.0
2018-11-23,821,4,11,327,47,0,807.0,789.0,818.0,780.0,778.0,801.7142857142857,797.0714285714286
2018-11-24,814,5,11,328,47,1,821.0,806.0,792.0,796.0,797.0,806.2857142857143,798.5357142857143
2018-11-25,805,6,11,329,47,1,814.0,813.0,791.0,805.0,797.0,807.4285714285714,799.1785714285714
2018-11-26,818,0,11,330,48,0,805.0,799.0,788.0,802.0,794.0,806.2857142857143,799.1785714285714
2018-11-27,797,1,11,331,48,0,818.0,795.0,811.0,770.0,804.0,809.0,799.75
2018-11-28,819,2,11,332,48,0,797.0,803.0,783.0,802.0,802.0,809.2857142857143,800.7142857142857
2018-11-29,816,3,11,333,48,0,819.0,807.0,805.0,805.0,799.0,811.5714285714286,801.3214285714286
2018-11-30,809,4,11,334,48,0,816.0,821.0,789.0,758.0,806.0,812.8571428571429,801.7142857142857
2018-12-01,807,5,12,335,48,1,809.0,814.0,806.0,801.0,801.0,811.1428571428571,803.5357142857143
2018-12-02,819,6,12,336,48,1,807.0,805.0,813.0,795.0,801.0,810.1428571428571,803.75
2018-12-03,821,0,12,337,49,0,819.0,818.0,799.0,802.0,803.0,812.1428571428571,804.6071428571429
2018-12-04,836,1,12,338,49,0,821.0,797.0,795.0,802.0,799.0,812.5714285714286,805.2857142857143
2018-12-05,817,2,12,339,49,0,836.0,819.0,803.0,794.0,816.0,818.1428571428571,806.5
2018-12-06,804,3,12,340,49,0,817.0,816.0,807.0,806.0,806.0,817.8571428571429,807.3214285714286
2018-12-07,805,4,12,341,49,0,804.0,809.0,821.0,818.0,805.0,816.1428571428571,807.25
2018-12-08,823,5,12,342,49,1,805.0,807.0,814.0,792.0,811.0,815.5714285714286,806.7857142857143
2018-12-09,811,6,12,343,49,1,823.0,819.0,805.0,791.0,802.0,817.8571428571429,807.8928571428571
2018-12-10,832,0,12,344,50,0,811.0,821.0,818.0,788.0,819.0,816.7142857142857,808.6071428571429
2018-12-11,812,1,12,345,50,0,832.0,836.0,797.0,811.0,834.0,818.2857142857143,810.1785714285714
2018-12-12,837,2,12,346,50,0,812.0,817.0,819.0,783.0,811.0,814.8571428571429,810.2142857142857
2018-12-13,824,3,12,347,50,0,837.0,804.0,816.0,805.0,813.0,817.7142857142857,812.1428571428571
2018-12-14,822,4,12,348,50,0,824.0,805.0,809.0,789.0,831.0,820.5714285714286,812.8214285714286
2018-12-15,832,5,12,349,50,1,822.0,823.0,807.0,806.0,818.0,823.0,814.0
2018-12-16,845,6,12,350,50,1,832.0,811.0,819.0,813.0,820.0,824.2857142857143,814.9285714285714
2018-12-17,837,0,12,351,51,0,845.0,832.0,821.0,799.0,817.0,829.1428571428571,816.0714285714286
2018-12-18,822,1,12,352,51,0,837.0,812.0,836.0,795.0,828.0,829.8571428571429,817.4285714285714
2018-12-19,833,2,12,353,51,0,822.0,837.0,817.0,803.0,812.0,831.2857142857143,818.3928571428571
2018-12-20,805,3,12,354,51,0,833.0,824.0,804.0,807.0,835.0,830.7142857142857,819.4642857142857
2018-12-21,835,4,12,355,51,0,805.0,822.0,805.0,821.0,835.0,828.0,819.3928571428571
2018-12-22,843,5,12,356,51,1,835.0,832.0,823.0,814.0,829.0,829.8571428571429,819.8928571428571
2018-12-23,818,6,12,357,51,1,843.0,845.0,811.0,805.0,836.0,831.4285714285714,820.9285714285714
